Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,log10 Birth weight (g),log10 Adult weight (g),Maximum longevity (yrs)
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou and reindeer,662.0,680.0,228.0,1.0,1.0,3.8129133566428557,5.005395031886706,21.8
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,Eld's deer,508.0,508.0,241.0,1.0,1.0,3.6766936096248664,5.088136088700551,20.5
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,Sambar,650.0,650.0,232.0,1.0,1.0,4.0,5.267171728403014,26.4
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,1278.0,1644.0,457.0,1.0,0.5,4.76715586608218,5.903089986991944,39.5
Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapi,578.0,790.0,458.0,1.0,0.8,4.204119982655925,5.352182518111363,33.5
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,1278.0,1644.0,199.0,1.0,0.4,3.690196080028514,5.332438459915605,42.3
Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,1279.0,1279.0,234.0,1.0,0.6,4.6020599913279625,6.574031267727719,61.2
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,babyrussa,Babirusa,548.0,548.0,153.0,1.3,2.0,2.8543060418010806,4.854306041801081,22.9
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Wart hog,578.0,578.0,164.0,3.0,1.5,2.8195439355418688,5.0,20.9
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,porcus,Red river hog,1096.0,1096.0,122.0,3.0,1.25,2.88930170250631,4.944482672150168,22.0
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,salvanius,Pygmy hog,700.0,700.0,108.0,3.0,1.25,2.2821687783046416,3.9030899869919438,14.0
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,Wild boar,334.0,768.0,115.0,7.0,1.5,2.9822712330395684,5.113943352306837,27.0
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,verrucosus,Javan pig,274.0,274.0,120.0,6.0,1.25,3.0,4.880813592280791,17.0
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Collared peccary,329.0,358.0,145.0,2.0,2.0,2.845098040014257,4.305351369446623,31.5
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,White-lipped peccary,548.0,548.0,158.0,2.0,2.0,2.845098040014257,4.342422680822207,28.5
Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,Lesser mouse-deer,167.0,167.0,144.0,1.0,1.0,2.568201724066995,3.45484486000851,14.0
Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,napu,Greater mouse-deer,137.0,135.0,153.0,1.0,1.0,2.571708831808688,3.8129133566428557,16.7
Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red panda,550.0,550.0,116.0,2.0,1.0,2.0,3.635986111800833,19.0
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,aureus,Golden jackal,334.0,334.0,63.0,3.0,1.0,2.3170181010481117,4.041392685158225,18.8
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,274.0,274.0,63.0,6.0,1.0,2.3979400086720375,4.122215878272827,21.8
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Gray wolf,669.0,669.0,62.0,6.0,0.8,2.6532125137753435,4.425289616446794,20.6
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,mesomelas,Black-backed jackal,309.0,251.0,60.0,4.0,1.0,2.2013971243204513,4.010723865391773,16.7
Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,thous,Crab-eating fox,274.0,274.0,55.0,4.0,1.9,2.146128035678238,3.8129133566428557,12.7
Animalia,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,Maned wolf,730.0,730.0,64.0,3.0,1.0,2.5658478186735176,4.332438459915605,16.8
Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,alpinus,Dhole,365.0,365.0,61.0,5.0,1.0,2.439332693830263,4.19728055812562,16.1
Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Culpeo,365.0,365.0,61.0,4.0,1.0,2.225309281725863,4.113943352306837,13.1
Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,639.0,639.0,72.0,8.0,1.0,2.5024271199844326,4.423245873936808,17.0
Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Raccoon dog,304.0,304.0,61.0,6.0,1.0,1.8750612633917,3.8129133566428557,16.6
Animalia,Chordata,Mammalia,Carnivora,Canidae,Otocyon,megalotis,Bat-eared fox,365.0,365.0,68.0,4.0,2.0,2.0863598306747484,3.6180480967120925,17.0
Animalia,Chordata,Mammalia,Carnivora,Canidae,Speothos,venaticus,Bush dog,304.0,365.0,68.0,4.0,2.0,2.2041199826559246,3.7781512503836434,14.1
Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Gray fox,345.0,365.0,57.0,4.0,1.0,1.9777236052888478,3.6766936096248664,16.2
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac fox,504.0,504.0,53.0,4.7,1.0,1.7958800173440752,3.4313637641589874,13.0
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,lagopus,Arctic fox,304.0,304.0,52.0,9.0,1.0,1.845098040014257,3.716003343634799,16.3
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,velox,Swift fox,365.0,365.0,55.0,4.5,1.0,1.5982431916536226,3.380211241711606,15.9
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red fox,304.0,304.0,52.0,5.0,1.0,2.0,3.6161287801577155,21.3
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,zerda,Fennec,274.0,274.0,51.0,2.2,1.0,1.4196253608877432,3.0969100130080562,16.3
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,Fossa,1496.0,1496.0,90.0,3.0,1.0,2.0,3.9777236052888476,23.1
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Fossa,fossana,Malagasy civet,728.0,728.0,82.0,1.0,1.0,1.8293037728310249,3.187520720836463,21.4
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Galidia,elegans,Ring-tailed mongoose,737.0,737.0,72.0,1.0,1.0,1.6989700043360187,2.9030899869919438,26.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,456.0,456.0,88.0,3.0,0.7,2.6893088591236203,4.7283537820212285,20.5
Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,caracal,Caracal,456.0,456.0,74.0,3.0,1.15,2.2174839442139063,4.204119982655925,20.3
Animalia,Chordata,Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic golden cat,639.0,639.0,95.0,1.0,1.15,2.3979400086720375,4.1303337684950066,23.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,Domestic cat,289.0,289.0,65.0,4.0,2.15,1.9890046156985368,3.591064607026499,30.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,chaus,Jungle cat,335.0,335.0,60.0,3.0,2.0,2.1172712956557644,4.0,20.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,manul,Pallas' cat,365.0,365.0,72.0,4.1,2.15,1.9493900066449128,3.5440680443502757,15.9
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,margarita,Sand cat,274.0,274.0,67.0,4.5,2.0,1.7442929831226763,3.439332693830263,13.9
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,nigripes,Black-footed cat,445.0,434.0,66.0,2.0,4.0,1.8597385661971468,3.3273589343863303,15.6
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,silvestris,Wild cat,304.0,304.0,64.0,3.7,2.3,2.0,3.7403626894942437,19.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,Geoffroy's cat,479.0,479.0,75.0,2.0,1.3,1.9694159123539814,3.6020599913279625,23.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,600.0,600.0,77.0,2.0,1.0,2.4073909044707316,3.9444826721501687,28.2
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,659.0,659.0,81.0,1.5,1.15,2.2214142378423385,3.5642753785522703,24.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,821.0,821.0,70.0,2.5,2.5,2.419955748489758,4.125481265700594,22.4
Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada lynx,498.0,573.0,63.0,3.5,1.0,2.3096301674258988,4.004321373782642,26.8
Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian lynx,639.0,1004.0,66.0,2.0,1.0,2.391816923613249,4.361727836017593,23.7
Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,365.0,730.0,65.0,3.0,0.9,2.423245873936808,3.934498451243568,32.3
Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded leopard,730.0,1095.0,89.0,2.0,1.15,2.230448921378274,4.290034611362518,19.8
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,leo,Lion,1095.0,1095.0,109.0,3.0,1.0,3.113943352306837,5.243038048686294,27.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,730.0,730.0,99.0,2.0,0.5,2.9138138523837167,4.909288524162251,28.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,937.0,771.0,97.0,2.0,1.25,2.7403626894942437,4.730378468587643,27.3
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,1268.0,1415.0,105.0,2.5,0.4,3.0755469613925306,5.078094150406411,26.3
Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard cat,365.0,365.0,62.0,2.5,1.15,1.9822712330395684,3.6989700043360187,17.0
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,Cougar,912.0,912.0,92.0,2.5,0.45,2.6020599913279625,4.799340549453582,23.8
Animalia,Chordata,Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,730.0,730.0,96.0,2.0,1.0,2.6766936096248664,4.698970004336019,21.2
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh mongoose,255.0,255.0,76.0,2.0,2.0,2.0,3.5185139398778875,20.8
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Long-nosed cusimanse,274.0,274.0,58.0,4.0,2.5,0.9912260756924949,2.8976270912904414,13.3
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Javan mongoose,301.0,122.0,49.0,2.0,2.0,1.4136349971985558,2.9030899869919438,16.6
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,289.0,289.0,60.0,2.5,2.0,1.591064607026499,3.12434117077496,17.4
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Meerkat,365.0,365.0,77.0,4.0,1.0,1.462397997898956,2.8898617212581885,20.6
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyena,1095.0,639.0,110.0,2.0,1.0,3.143014800254095,4.799340549453582,41.1
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyena,1000.0,1000.0,92.0,2.5,0.4,2.837588438235511,4.625826713285711,31.9
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,800.0,800.0,90.0,2.5,0.4,2.845098040014257,4.6020599913279625,25.0
Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped skunk,335.0,335.0,63.0,5.0,1.0,1.5250448070368452,3.5440680443502757,13.9
Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Eastern spotted skunk,152.0,152.0,31.0,5.0,1.5,0.9777236052888477,2.7781512503836434,10.5
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African clawless otter,365.0,365.0,63.0,2.5,2.0,3.0211892990699383,4.371067862271736,14.2
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,700.0,183.0,66.0,2.0,1.0,1.919078092376074,3.6532125137753435,22.3
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,Sea otter,974.0,1369.0,140.0,1.0,0.8,3.2713768718940743,4.412460547429961,27.0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,710.0,776.0,35.0,3.0,0.5,1.9777236052888478,4.213073938992678,19.5
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Striped polecat,304.0,393.0,36.0,2.0,1.0,1.1760912590556813,2.9590413923210934,14.0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,canadensis,Northern river otter,730.0,730.0,62.0,2.5,0.9,2.146128035678238,3.9542425094393248,27.0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,European otter,548.0,548.0,61.0,2.0,1.0,2.0433622780211294,3.829303772831025,18.2
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,365.0,365.0,28.0,3.0,1.0,1.4771212547196624,2.946452265013073,17.8
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,foina,Beech marten,548.0,730.0,30.0,3.5,1.0,1.4771212547196624,3.230448921378274,18.2
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,martes,European pine marten,456.0,426.0,28.0,4.0,1.0,1.4771212547196624,3.113943352306837,18.2
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,pennanti,Fisher,365.0,365.0,45.0,2.5,1.0,1.5440680443502757,3.5017437296279943,14.3
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,Sable,456.0,456.0,30.0,3.0,1.0,1.4771212547196624,3.0280422950907497,18.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,meles,Old World badger,365.0,365.0,49.0,3.0,1.0,1.9030899869919435,4.113943352306837,18.6
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,Ermine,95.0,365.0,43.0,6.77,1.0,0.36172783601759284,2.0425755124401905,12.5
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,Steppe polecat,319.0,319.0,36.0,9.4,1.0,0.75815462196739,3.130333768495006,9.1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,162.0,365.0,25.0,6.2,1.0,0.4913616938342727,2.177824971864682,8.8
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,323.0,323.0,54.0,4.0,1.0,0.9030899869919435,2.7708520116421442,8.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,365.0,365.0,43.0,3.0,1.0,0.8692317197309762,3.0090257420869104,9.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,120.0,120.0,36.0,5.0,1.5,0.414973347970818,1.6711728427150832,9.1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,312.0,322.0,42.0,7.5,1.5,0.9777236052888477,2.9079485216122722,11.1
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,334.0,371.0,42.0,4.5,1.0,0.9294189257142927,2.9661417327390325,11.4
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,730.0,730.0,68.0,1.5,1.0,2.310162065204453,4.380211241711606,17.3
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,183.0,441.0,41.0,3.0,0.7,1.9708116108725178,3.9030899869919438,25.0
Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,1095.0,1095.0,64.0,2.0,2.0,1.7403626894942439,3.278753600952829,21.0
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,1095.0,2556.0,236.0,1.0,1.0,3.6283889300503116,5.041392685158225,30.6
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,1276.0,1643.0,368.0,1.0,1.0,3.792391689498254,5.105683867828439,32.1
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Steller sea lion,1780.0,2420.0,274.0,1.0,1.0,4.278753600952829,5.6180480967120925,32.8
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,1095.0,2191.0,258.0,1.0,0.69,3.8497264441963277,5.278753600952829,24.1
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,1461.0,2191.0,357.0,1.0,1.0,4.096910013008056,5.317018101048111,29.0
Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,1095.0,1826.0,259.0,1.2,0.5,3.845098040014257,5.2552725051033065,35.7
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,1460.0,1887.0,240.0,1.0,0.9,4.146128035678238,5.4281347940287885,42.9
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,1095.0,1460.0,253.0,1.0,1.0,4.041392685158225,5.060697840353612,47.6
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,1826.0,2191.0,251.0,1.0,1.0,3.7781512503836434,4.954242509439325,46.0
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,2129.0,2557.0,273.0,1.02,1.0,3.4771212547196626,4.954242509439325,56.0
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,685.0,594.0,73.0,1.0,1.0,1.7403626894942439,3.0916669575956846,21.8
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,300.0,300.0,52.0,3.0,1.0,1.4771212547196624,3.0064660422492318,19.0
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,300.0,300.0,64.0,2.0,1.0,1.3979400086720377,2.9542425094393248,24.0
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,712.0,712.0,78.0,4.17,1.0,2.146128035678238,3.574031267727719,26.4
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,nasua,South american coati,730.0,730.0,73.0,4.0,1.0,2.146128035678238,3.6766936096248664,23.7
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,820.0,550.0,115.0,1.0,1.0,2.2430380486862944,3.4771212547196626,38.4
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,365.0,365.0,63.0,3.0,1.0,1.8512583487190752,3.7972675408307164,19.0
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,365.0,365.0,63.0,4.0,1.0,1.9030899869919435,3.7781512503836434,21.0
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,2192.0,2192.0,48.0,1.5,0.7,2.041392685158225,5.0700378666077555,36.8
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,2372.0,2372.0,95.0,1.0,0.4,2.5118833609788744,4.662757831681574,35.9
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,1095.0,1095.0,198.0,1.5,0.4,2.6020599913279625,5.0,33.3
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,1278.0,1278.0,70.0,2.0,0.4,2.443262987458695,5.1882251727052795,34.0
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear,1313.0,1313.0,103.0,2.0,0.4,2.7075701760979363,5.443262987458695,40.0
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,1734.0,1734.0,65.0,2.0,0.4,2.8228216453031045,5.676693609624866,43.8
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,1095.0,1095.0,228.0,2.0,0.4,2.6655809910179533,5.01598810538413,39.2
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,925.0,840.0,92.0,2.0,2.0,2.5024271199844326,4.088136088700551,27.0
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,365.0,213.0,65.0,2.5,2.2,2.5803546611065915,4.1356636612536155,28.0
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1479.0,1479.0,78.0,2.0,2.0,1.8907003976988752,3.2710745274759008,22.7
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1461.0,1461.0,70.0,2.5,2.0,1.8543060418010806,3.2600713879850747,21.3
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,341.0,341.0,60.0,3.4,2.0,1.9476787399369366,3.4913616938342726,24.5
Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,8212.0,8212.0,396.0,1.0,0.3,5.954242509439325,8.0,211.0
Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,3285.0,3285.0,365.0,1.0,0.3,5.959041392321094,7.653212513775344,70.0
Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,2920.0,2920.0,350.0,1.0,0.29,5.899999871665804,7.361727836017593,67.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,2740.0,2740.0,312.0,1.0,1.0,5.505149978319906,6.8750612633917,50.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,3652.0,3652.0,345.0,1.0,0.5,5.832508912706237,7.301029995663981,74.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,3104.0,3104.0,376.0,1.0,0.5,6.0,7.204119982655925,72.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,1827.0,1827.0,350.0,1.0,0.4,6.301029995663981,8.133538908370218,110.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,2701.0,2864.0,342.0,1.0,0.4,6.2552725051033065,7.845098040014257,114.0
Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,1643.0,1643.0,342.0,1.0,0.5,6.1303337684950066,7.477121254719663,95.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470.0,5332.0,452.0,1.0,0.2,4.778151250383644,6.342422680822207,63.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470.0,4380.0,450.0,1.0,0.2,5.040075963272324,6.02530586526477,60.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231.0,2231.0,316.0,1.25,0.4,4.380211241711606,5.318063334962762,27.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832.0,3832.0,320.0,1.0,0.4,4.146128035678238,5.012837224705172,46.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826.0,1826.0,426.0,1.0,0.35,4.089905111439398,5.278753600952829,30.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780.0,4930.0,435.0,1.0,0.2,5.2552725051033065,6.600700696065237,90.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983.0,3956.0,345.0,1.0,0.3,4.0,5.051152522447381,46.0
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834.0,3025.0,350.0,1.5,0.3,4.0,5.051152522447381,57.5
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831.0,3689.0,365.0,1.0,0.5,4.28668096935493,5.301029995663981,51.6
Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922.0,2922.0,395.0,1.0,0.5,5.698970004336019,7.45484486000851,77.0
Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644.0,2283.0,416.0,1.0,0.3,4.819543935541868,6.155336037465061,40.0
Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191.0,2922.0,450.0,1.0,0.3,4.903089986991944,6.096910013008056,50.0
Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190.0,1460.0,320.0,1.0,0.5,3.845098040014257,4.511883360978874,33.0
Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055.0,1461.0,320.0,1.0,1.0,3.845098040014257,4.720159303405957,20.4
Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922.0,3650.0,502.0,1.0,0.2,6.0,7.45484486000851,77.0
Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,563.0,563.0,158.0,1.0,1.0,0.3692158574101428,0.8450980400142568,13.0
Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540.0,450.0,150.0,1.0,1.0,0.8750612633917001,1.586587304671755,14.0
Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,577.0,730.0,100.0,1.0,1.0,0.4471580313422192,1.1139433523068367,22.0
Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273.0,547.0,78.0,1.0,1.0,0.4471580313422192,1.0969100130080565,12.0
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289.0,289.0,76.0,1.0,2.0,0.7708520116421442,1.6253124509616739,19.2
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258.0,258.0,95.0,1.0,2.0,0.6989700043360189,1.1760912590556813,17.0
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,285.0,285.0,189.0,1.0,2.0,0.9030899869919435,1.5211380837040362,29.2
