Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,log10 Birth weight (g),log10 Adult weight (g),Maximum longevity (yrs)
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120.0,120.0,270.0,1.0,2.0,0.4014005407815441,1.0644579892269184,17.0
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213.0,213.0,112.0,1.0,2.0,0.7923916894982539,1.6532125137753437,10.1
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150.0,525.0,120.0,1.2,2.0,1.0413926851582251,1.8750612633917,10.0
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,120.0,315.0,90.0,1.0,1.0,0.437750562820388,1.255272505103306,10.0
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian flying fox,365.0,365.0,145.0,1.0,1.0,1.6532125137753437,3.070037866607755,40.0
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,540.0,540.0,190.0,1.0,1.0,1.9030899869919435,2.829303772831025,23.6
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,365.0,365.0,116.0,1.0,2.0,1.3234583668494677,2.0969100130080562,22.9
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,150.0,455.0,115.0,1.0,2.0,1.0791812460476249,2.034427905025403,14.0
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,821.0,821.0,90.0,1.0,1.0,0.5899496013257077,0.9138138523837167,13.0
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,730.0,730.0,80.0,1.0,1.0,0.7634279935629372,1.359361102738486,30.5
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,500.0,471.0,67.0,1.0,1.0,0.3222192947339193,0.6627578316815741,29.4
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid bat,365.0,365.0,62.0,2.0,1.0,0.4913616938342727,1.3180633349627615,14.8
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Big brown bat,547.0,730.0,35.0,2.0,1.0,0.5910646070264992,1.3617278360175928,19.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired bat,152.0,152.0,55.0,2.0,1.0,0.22271647114758325,1.0,12.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Daubenton's bat,730.0,730.0,54.0,1.0,1.0,0.32014628611105395,0.9294189257142927,28.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,210.0,210.0,55.0,1.0,1.0,0.292256071356476,1.0,34.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared bat,502.0,502.0,65.0,1.0,1.0,0.7708520116421442,1.455606112581867,37.1
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black myotis,98.0,98.0,55.0,1.0,2.0,0.0,0.6232492903979004,7.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Cave myotis,365.0,365.0,65.0,1.0,1.0,0.505149978319906,1.0043213737826426,11.3
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Noctule,90.0,455.0,60.0,1.5,1.0,0.7299742856995556,1.443262987458695,12.0
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Perimyotis,subflavus,Eastern pipistrelle,212.0,212.0,44.0,2.0,1.0,-0.026872146400301365,0.8750612633917001,14.8
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,456.0,456.0,42.0,1.2,1.0,0.05115252244738129,0.6989700043360189,16.6
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Brown big-eared bat,365.0,365.0,65.0,1.33,1.0,0.32014628611105395,0.8920946026904804,30.0
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Large hairy armadillo,273.0,273.0,67.0,2.0,1.0,2.1072099696478683,3.4771212547196626,25.2
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,365.0,365.0,133.0,4.0,1.0,1.8195439355418688,3.7403626894942437,22.3
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Six-banded armadillo,274.0,274.0,68.0,2.0,1.0,2.0211892990699383,3.6857417386022635,22.1
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant armadillo,320.0,320.0,122.0,1.5,1.0,1.7934411329776636,4.518513939877887,15.0
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,320.0,320.0,120.0,1.0,1.0,1.9030899869919435,3.1760912590556813,36.8
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,320.0,320.0,60.0,2.0,1.0,2.0211892990699383,3.1760912590556813,12.5
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Brown antechinus,285.0,285.0,30.0,7.0,1.0,-1.7958800173440752,1.4393326938302626,5.4
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Kowari,238.0,216.0,33.0,6.0,2.0,-1.5686362358410126,2.0211892990699383,8.0
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western quoll,365.0,365.0,16.0,6.0,1.0,-1.958607314841775,2.949390006644913,6.2
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern quoll,335.0,335.0,20.0,6.0,1.0,-1.6989700043360187,3.037426497940624,6.8
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,350.0,350.0,43.0,6.0,1.0,-1.9100948885606022,1.5118833609788744,7.0
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian devil,730.0,730.0,26.0,3.0,1.0,-1.6289321377282637,3.8129133566428557,13.0
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed dunnart,115.0,159.0,14.0,7.0,2.0,-2.0,1.1760912590556813,5.0
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced dunnart,119.0,159.0,12.0,4.0,2.0,-2.0,1.3010299956639813,4.9
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Bare-tailed woolly opossum,304.0,304.0,24.0,4.5,2.0,-0.6989700043360187,2.5440680443502757,8.9
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Southern opossum,178.0,240.0,12.0,6.0,2.0,-0.6989700043360187,3.184691430817599,4.2
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia opossum,184.0,243.0,12.0,15.0,2.0,-0.8326826652518239,3.4771212547196626,6.6
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,279.0,365.0,14.0,10.0,1.5,-1.0,1.8750612633917,5.0
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,122.0,122.0,15.0,9.0,4.0,-1.0,2.0211892990699383,5.1
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,365.0,425.0,29.0,1.0,1.8,-0.1979107421182673,4.204119982655925,16.9
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,802.0,802.0,34.0,1.0,1.0,-0.15304467498017607,4.694605198933568,19.8
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,274.0,730.0,28.0,1.0,1.0,-0.36754270781527576,3.8129133566428557,15.1
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,670.0,880.0,30.0,1.0,1.0,-0.029499706353798723,4.451018452155457,23.2
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,639.0,1290.0,36.0,1.0,1.0,-0.046399755974790985,4.694605198933568,25.0
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,424.0,620.0,34.0,1.0,1.3,-0.2952490957093289,3.6283889300503116,15.9
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,547.0,670.0,32.0,1.0,1.0,-0.15304467498017607,4.477121254719663,22.0
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,395.0,608.0,29.0,1.0,1.0,-0.22329881601158919,4.209515014542631,15.2
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,517.0,806.0,33.0,1.0,1.0,-0.10568393731556154,4.740362689494244,25.0
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,541.0,541.0,31.0,1.1,1.0,-0.3010299956639812,3.7781512503836434,14.4
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,252.0,389.0,26.0,1.0,1.4,-0.393618634889395,3.5440680443502757,13.8
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,435.0,435.0,29.0,1.0,1.0,-0.37675070960209955,3.6989700043360187,8.8
Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,426.0,426.0,36.0,1.0,1.4,-0.21467016498923297,4.165095874754218,16.8
Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,236.0,456.0,16.0,2.0,1.3,-0.712198270069774,2.041392685158225,17.8
Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,315.0,730.0,17.0,1.0,1.5,-0.5543957967264024,3.379305517750582,15.9
Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,646.0,1095.0,31.0,1.0,1.0,-0.44369749923271273,3.9684829485539352,22.1
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,180.0,180.0,18.0,1.0,3.0,-0.5376020021010439,3.1760912590556813,18.8
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,400.0,400.0,30.0,1.0,2.0,-0.4775557664936801,3.155336037465062,14.5
Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,547.0,547.0,21.0,1.0,1.0,-0.3010299956639812,4.4065401804339555,29.9
Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,730.0,730.0,27.0,1.0,1.0,-0.3010299956639812,4.4065401804339555,30.0
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,84.0,84.0,35.0,6.0,1.0,1.0,2.6989700043360187,11.4
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,213.0,213.0,35.0,4.5,1.5,1.3424226808222062,2.8567288903828825,7.0
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,253.0,253.0,30.0,1.5,1.6,1.167317334748176,2.8750612633917,11.7
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,213.0,213.0,39.0,4.0,1.0,1.0,2.534026106056135,7.6
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree hyrax,365.0,365.0,229.0,2.0,1.0,2.57978359661681,3.4771212547196626,13.6
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,500.0,500.0,215.0,3.0,1.0,2.311753861055754,3.5563025007672873,14.8
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,243.0,243.0,44.0,1.0,3.7,1.9260335966788447,3.620656479819621,11.8
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare,236.0,236.0,42.0,2.0,3.8,2.077985291029502,3.620656479819621,10.7
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,266.0,266.0,50.0,2.0,2.1,2.0331421770606246,3.620656479819621,18.0
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European rabbit,730.0,730.0,30.0,5.0,4.3,1.6532125137753437,3.255272505103306,9.0
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,164.0,107.0,29.0,3.0,5.0,1.5378190950732742,2.9542425094393248,7.8
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,123.0,123.0,30.0,5.0,3.9,1.6020599913279623,3.060697840353612,9.8
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,120.0,120.0,28.0,4.8,2.5,1.4771212547196624,2.955495329184127,9.3
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,347.0,347.0,30.0,3.0,2.2,0.9542425094393249,2.0,7.0
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,335.0,183.0,52.0,1.6,5.2,1.0,1.7160033436347992,9.3
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50.0,50.0,61.0,1.0,5.2,1.0253058652647702,1.7634279935629373,7.9
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44.0,44.0,65.0,1.6,4.85,0.8450980400142568,1.6020599913279623,8.7
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38.0,38.0,42.0,1.0,4.5,1.9030899869919435,2.7323937598229686,11.0
Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548.0,548.0,22.0,1.0,1.0,-0.42136079003192767,3.5440680443502757,49.5
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122.0,200.0,12.0,4.0,2.7,-0.7251496799833352,3.2041199826559246,6.8
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210.0,210.0,15.0,2.73,2.2,-0.4559319556497244,2.845098040014257,6.5
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,91.0,152.0,12.0,2.0,3.8,-0.6020599913279624,2.884228769632604,6.1
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,135.0,135.0,12.0,2.7,3.8,-0.6108339156354675,2.9339931638312424,5.6
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass,708.0,1005.0,359.0,1.0,0.6,4.477121254719663,5.217478680006463,47.0
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,914.0,973.0,337.0,1.0,1.0,4.57978359661681,5.477121254719663,57.0
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,1278.0,1461.0,406.0,1.0,0.5,4.6020599913279625,5.5843312243675305,31.0
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,900.0,900.0,365.0,1.0,0.6,4.505149978319906,5.447158031342219,38.0
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,1009.0,1279.0,362.0,1.0,0.6,4.544068044350276,5.471291711058939,33.2
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,1643.0,1643.0,515.0,1.0,0.4,4.720159303405957,6.337459261290656,45.0
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,2738.0,2738.0,236.0,1.0,0.3,4.361727836017593,6.1003705451175625,32.8
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1826.0,2254.0,474.0,1.0,0.4,4.562292864456475,6.041392685158225,49.0
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1678.0,2557.0,479.0,1.0,0.3,4.763427993562937,6.204751963945424,43.5
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,1095.0,1095.0,392.0,1.0,0.5,3.8129133566428557,5.3979400086720375,36.5
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,1095.0,1095.0,398.0,1.0,0.6,3.7781512503836434,5.3979400086720375,39.6
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,1279.0,1644.0,279.0,1.0,1.0,2.5514499979728753,3.7958800173440754,36.8
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,730.0,1095.0,350.0,1.0,0.7,2.60422605308447,3.7958800173440754,41.0
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,1186.0,1186.0,184.0,1.0,1.2,3.2041199826559246,4.45484486000851,31.0
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern night monkey,821.0,730.0,142.0,1.0,1.4,1.9469432706978254,2.9030899869919438,30.1
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,Black howler monkey,1167.0,928.0,187.0,1.0,1.0,2.2730012720637376,3.737391449978478,32.4
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled howler monkey,1095.0,1278.0,186.0,1.0,0.6,2.611723308007342,3.845098040014257,24.0
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,seniculus,Red howler monkey,1475.0,1475.0,190.0,1.0,0.7,2.419955748489758,3.815790195182804,25.0
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed spider monkey,1515.0,1826.0,227.0,1.0,0.5,2.6020599913279625,3.845098040014257,46.0
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central American spider monkey,1825.0,1826.0,232.0,1.0,0.3,2.629409599102719,3.861385040442465,47.1
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,Black spider monkey,1516.0,1280.0,229.0,1.0,0.5,2.655618583541222,3.8969393722521906,46.0
Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey,2555.0,1520.0,223.0,1.0,0.5,2.4771212547196626,3.8836614351536176,32.0
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's monkey,365.0,395.0,153.0,1.0,1.2,1.6825962914605532,2.7442929831226763,22.2
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset,477.0,382.0,144.0,2.0,2.0,1.423245873936808,2.4068806700491248,22.8
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset,684.0,638.0,125.0,2.0,1.6,1.2041199826559248,2.093421685162235,18.6
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin,546.0,730.0,147.0,1.8,1.0,1.6009728956867482,2.659440781870318,24.9
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin,850.0,850.0,140.0,1.8,2.9,1.6384892569546374,2.715334683792313,20.2
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,547.0,730.0,128.0,2.0,1.8,1.7427251313046983,2.8159096508867747,31.6
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery marmoset,304.0,334.0,144.0,2.0,3.2,1.545307116465824,2.535547279176668,16.5
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset,304.0,334.0,144.0,2.0,3.2,1.5378190950732742,2.5512059437479064,15.0
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin,548.0,548.0,142.0,2.0,1.2,1.6630409748939743,2.6983615660551097,20.5
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor tamarin,546.0,730.0,145.0,2.0,1.2,1.6720978579357175,2.7147487607250596,23.7
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas tamarin,608.0,608.0,127.0,2.0,1.4,1.6020599913279623,2.743352951409556,21.0
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin,486.0,540.0,145.0,2.0,1.2,1.6711728427150832,2.7351995484223135,20.0
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin,548.0,550.0,178.0,1.9,1.0,1.5950550897593039,2.6488477083728936,26.2
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted capuchin,1310.0,1310.0,158.0,1.0,0.7,2.367355921026019,3.3922571613416745,40.4
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced capuchin,1505.0,2921.0,162.0,1.0,0.5,2.361727836017593,3.4240645254174877,54.0
Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey,1003.0,1826.0,161.0,1.0,1.0,2.0293837776852097,2.9661417327390325,30.2
Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,1703.0,1703.0,158.0,1.5,0.6,2.379668034033654,3.4220149959794637,46.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642.0,1642.0,147.0,1.0,0.7,2.569373909615046,3.568788212315347,31.2
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460.0,1460.0,172.0,1.0,0.4,2.531478917042255,3.554489160003819,36.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673.0,1673.0,132.0,1.0,0.5,2.563955464995813,3.9542425094393248,37.8
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611.0,2555.0,177.0,1.0,1.0,2.4149733479708178,3.7741518589547103,30.8
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460.0,1460.0,172.0,1.0,0.5,2.6085260335771943,3.7375901662857216,31.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460.0,1460.0,165.0,1.0,0.5,2.531478917042255,3.5538830266438746,27.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034.0,1825.0,162.0,1.0,1.0,2.496929648073215,3.749736315569061,30.8
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461.0,2192.0,175.0,1.0,1.0,2.5996647787884166,3.9978230807457256,35.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,1642.0,730.0,185.0,1.0,0.6,2.850339854583479,3.978864984347657,33.9
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,956.0,1400.0,167.0,1.0,1.0,2.7028611705729295,3.88930170250631,28.3
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460.0,1460.0,181.0,1.0,0.4,2.6283889300503116,3.9692994014258773,36.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186.0,2099.0,177.0,1.0,0.6,2.680335513414563,3.9673139182870836,29.2
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238.0,1544.0,165.0,1.0,0.9,2.505149978319906,3.803627795344815,39.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483.0,1369.0,174.0,1.5,0.5,2.6954816764901977,3.9485352161613654,38.5
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,1825.0,1825.0,165.0,1.0,0.6,2.590507462008583,3.746244871720198,33.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231.0,2007.0,165.0,1.0,1.0,2.6665179805548807,3.9156636035057732,40.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,1125.0,1095.0,172.0,1.0,0.8,2.6651117370750512,3.8983137230254115,37.6
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490.0,1490.0,176.0,1.0,0.7,2.663700925389648,3.9011857801371503,34.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295.0,1795.0,161.0,1.0,1.0,2.595496221825574,3.8296253533580495,30.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,1429.0,2511.0,176.0,1.0,0.7,2.60959440922522,3.896250562461638,40.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,1460.0,1460.0,152.0,1.0,0.7,2.649334858712142,3.640481436970422,29.3
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399.0,2007.0,164.0,1.5,1.0,2.6532125137753435,4.036429265626675,29.1
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277.0,1277.0,179.0,1.0,0.8,2.887617300335736,4.261262868792493,39.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186.0,1186.0,173.0,1.0,0.8,2.787460474518415,4.361727836017593,40.0
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin,1395.0,2008.0,169.0,1.0,1.0,2.3092041796704077,3.1412929600815933,27.7
